txn_ID,Portfolio_Name,Strategy_ID,Date,Trans. Type,Share Name,NSE Code,Quantity,Price,Brokerage,Amount,Bal. Qty.,Broker Name,Buy Rate,Sell Rate,Buy Value,Sell Value,Dividend Payout
456,Portfolio8,2,21-11-2019,Dividend Payout,Amara Raja Energy & Mobility,AMARAJABAT,0,0,0,4650,775,,0,0,0,0,4650
457,Portfolio8,2,21-11-2019,Dividend Payout,Balkrishna Industries,BALKRISIND,0,0,0,2000,1000,,0,0,0,0,2000
458,Portfolio8,2,26-11-2019,Sell,Reliance Industries,RELIANCE,350,1574.67,0,551134.5,2300,MOTILAL,0,1574.67,0,551134.5,0
459,Portfolio2,2,28-11-2019,Sell,HDFC Bank,HDFCBANK,500,1269.58,0,634790,0,Kotak,0,1269.58,0,634790,0
460,Portfolio8,2,28-11-2019,Sell,HDFC Bank,HDFCBANK,1600,1269.55,0,2031280,1600,MOTILAL,0,1269.55,0,2031280,0
461,Portfolio8,2,28-11-2019,Sell,IndusInd Bank,INDUSINDBK,500,1523.83,0,761915,0,MOTILAL,0,1523.83,0,761915,0
462,Portfolio8,2,28-11-2019,Sell,Tech Mahindra,TECHM,700,764.72,0,535304,6000,MOTILAL,0,764.72,0,535304,0
463,Portfolio8,2,28-11-2019,Sell,Yes Bank,YESBANK,6600,58.91,0,388806,12000,MOTILAL,0,58.91,0,388806,0
464,FakePortfolio,1,02-12-2019,Sell,Ujjivan Financial Services,UJJIVAN,2000,320.66,0,641320,1116,Kotak,0,320.66,0,641320,0
465,Portfolio8,2,03-12-2019,Sell,Yes Bank,YESBANK,3400,47.34,0,160956,8600,MOTILAL,0,47.34,0,160956,0
466,Portfolio8,2,05-12-2019,Bonus,HCL Technologies,HCLTECH,1200,0,0,0,2400,,0,0,0,0,0
467,FakePortfolio,2,06-12-2019,Buy,Mahindra & Mahindra,M&M,1000,517.19,0,517190,1000,Kotak,517.19,0,517190,0,0
468,FakePortfolio,2,06-12-2019,Buy,Tata Elxsi,TATAELXSI,500,849.56,0,424780,500,Kotak,849.56,0,424780,0,0
469,FakePortfolio,2,06-12-2019,Buy,Yes Bank,YESBANK,6000,57.68,0,346080,32000,Kotak,57.68,0,346080,0,0
470,FakePortfolio,4,06-12-2019,Buy,Yes Bank,YESBANK,600,57.68,0,34608,600,Kotak,57.68,0,34608,0,0
471,FakePortfolio,2,11-12-2019,Sell,Yes Bank,YESBANK,4400,41.2,0,181280,27600,Kotak,0,41.2,0,181280,0
472,Portfolio8,2,11-12-2019,Sell,Yes Bank,YESBANK,8600,47.65,0,409814,0,MOTILAL,0,47.65,0,409814,0
473,FakePortfolio,2,14-12-2019,Sell,HDFC Limited,HDFC,230,2352.52,0,541079.6,1300,Kotak,0,2352.52,0,541079.6,0
474,FakePortfolio,2,17-12-2019,Buy,Bandhan Bank,BANDHANBNK,1500,494.88,0,742320,2500,Kotak,494.88,0,742320,0,0
475,FakePortfolio,2,24-12-2019,Sell,Yes Bank,YESBANK,1200,50.2336,0,60280.32,26400,Kotak,0,50.2336,0,60280.32,0
476,Portfolio8,2,24-12-2019,Sell,360 One Wam,360WAM,15,1426.39,0,21395.85,842,MOTILAL,0,1426.39,0,21395.85,0
477,FakePortfolio,2,26-12-2019,Buy,Tata Elxsi,TATAELXSI,2000,814.46,0,1628920,2500,Kotak,814.46,0,1628920,0,0
478,FakePortfolio,2,07-01-2020,Buy,IndusInd Bank,INDUSINDBK,500,1448.32,0,724160,2500,Kotak,1448.32,0,724160,0,0
479,FakePortfolio,2,15-01-2020,Buy,IndusInd Bank,INDUSINDBK,500,1409.7,0,704850,3000,Kotak,1409.7,0,704850,0,0
480,FakePortfolio,2,15-01-2020,Sell,Yes Bank,YESBANK,26400,40.6,0,1071840,0,Kotak,0,40.6,0,1071840,0
481,FakePortfolio,2,16-01-2020,Buy,Bandhan Bank,BANDHANBNK,2100,478.99,0,1005879,4600,Kotak,478.99,0,1005879,0,0
482,FakePortfolio,2,22-01-2020,Buy,Havells India,HAVELLS,1600,599.95,0,959920,1600,Kotak,599.95,0,959920,0,0
483,Portfolio8,2,24-01-2020,Dividend Payout,HCL Technologies,HCLTECH,0,0,0,9600,2400,,0,0,0,0,9600
484,FakePortfolio,2,29-01-2020,Dividend Payout,360 One Wam,360WAM,0,0,0,5570,557,,0,0,0,0,5570
485,FakePortfolio,2,29-01-2020,Buy,Bandhan Bank,BANDHANBNK,1000,451.43,0,451430,5600,Kotak,451.43,0,451430,0,0
486,FakePortfolio,2,29-01-2020,Buy,Piramal Enterprises,PEL,50,1300,0,65000,350,Kotak,1300,0,65000,0,0
487,Portfolio8,2,29-01-2020,Dividend Payout,360 One Wam,360WAM,0,0,0,8420,842,,0,0,0,0,8420
488,FakePortfolio,2,30-01-2020,Buy,Emami Limited,EMAMILTD,4500,305.41,0,1374345,7500,Kotak,305.41,0,1374345,0,0
489,Portfolio8,2,30-01-2020,Dividend Payout,Granules India,GRANULES,0,0,0,3560.25,14241,,0,0,0,0,3560.25
490,FakePortfolio,2,01-02-2020,Buy,Ashok Leyland,ASHOKLEY,20000,82.59,0,1651800,20000,Kotak,82.59,0,1651800,0,0
491,FakePortfolio,2,01-02-2020,Buy,HDFC Limited,HDFC,700,2264.63,0,1585241,2000,Kotak,2264.63,0,1585241,0,0
492,FakePortfolio,2,03-02-2020,Sell,Tata Elxsi,TATAELXSI,500,1043.57,0,521785,2000,Kotak,0,1043.57,0,521785,0
493,FakePortfolio,2,06-02-2020,Dividend Payout,Marico Limited,MARICO,0,0,0,8125,2500,,0,0,0,0,8125
494,Portfolio8,2,07-02-2020,Sell,360 One Wam,360WAM,199,1448.64,0,288279.36,643,MOTILAL,0,1448.64,0,288279.36,0
495,Portfolio8,2,10-02-2020,Sell,360 One Wam,360WAM,214,1458.95,0,312215.78,429,MOTILAL,0,1458.95,0,312215.78,0
496,FakePortfolio,2,12-02-2020,Buy,Mahindra & Mahindra,M&M,2000,526.16,0,1052320,3000,Kotak,526.16,0,1052320,0,0
497,FakePortfolio,7,13-02-2020,Buy,National Aluminium,NATIONALUM,15000,40.09,0,601350,20000,,40.09,0,601350,0,0
498,FakePortfolio,2,13-02-2020,Dividend Payout,IIFL Securities,IIFLSEC,0,0,0,7800,3900,,0,0,0,0,7800
499,FakePortfolio,2,13-02-2020,Dividend Payout,KEC International,KEC,0,0,0,6800,2000,,0,0,0,0,6800
500,Portfolio8,2,13-02-2020,Dividend Payout,IIFL Securities,IIFLSEC,0,0,0,12000,6000,,0,0,0,0,12000
501,Portfolio8,2,13-02-2020,Dividend Payout,KEC International,KEC,0,0,0,38246.6,11249,,0,0,0,0,38246.6
502,FakePortfolio,2,14-02-2020,Buy,IndusInd Bank,INDUSINDBK,450,1181,0,531450,3450,Kotak,1181,0,531450,0,0
503,Portfolio8,2,14-02-2020,Sell,360 One Wam,360WAM,186,1606.27,0,298766.22,243,MOTILAL,0,1606.27,0,298766.22,0
504,Portfolio8,2,14-02-2020,Sell,IIFL Finance,IIFL,1000,201.78,0,201780,5000,MOTILAL,0,201.78,0,201780,0
505,Portfolio8,2,14-02-2020,Sell,Indian Oil Corporation,IOC,7,249.71,0,1747.97,0,MOTILAL,0,249.71,0,1747.97,0
506,FakePortfolio,2,17-02-2020,Sell,Balkrishna Industries,BALKRISIND,300,1260.18,0,378054,1000,Kotak,0,1260.18,0,378054,0
507,FakePortfolio,2,17-02-2020,Dividend Payout,Gail India,GAIL,0,0,0,25600,4000,,0,0,0,0,25600
508,Portfolio8,2,17-02-2020,Dividend Payout,Gail India,GAIL,0,0,0,38400,6000,,0,0,0,0,38400
509,Portfolio2,7,18-02-2020,Dividend Payout,National Aluminium,NATIONALUM,0,0,0,6025.5,4017,,0,0,0,0,6025.5
510,FakePortfolio,7,18-02-2020,Dividend Payout,National Aluminium,NATIONALUM,0,0,0,30000,20000,,0,0,0,0,30000
511,Portfolio8,7,18-02-2020,Dividend Payout,National Aluminium,NATIONALUM,0,0,0,268474.5,178983,,0,0,0,0,268474.5
512,Portfolio8,2,19-02-2020,Sell,Tech Mahindra,TECHM,500,804.61,0,402305,5500,MOTILAL,0,804.61,0,402305,0
513,FakePortfolio,2,24-02-2020,Dividend Payout,Balkrishna Industries,BALKRISIND,0,0,0,16000,1000,,0,0,0,0,16000
514,FakePortfolio,2,24-02-2020,Buy,GMR Airports Infrastructure,GMRINFRA,100000,26.07,0,2607000,100000,Kotak,26.07,0,2607000,0,0
515,FakePortfolio,2,24-02-2020,Sell,IOL Chemicals,IOLCP,1000,258.43,0,258425,4500,Kotak,0,258.43,0,258425,0
516,Portfolio8,2,24-02-2020,Dividend Payout,Balkrishna Industries,BALKRISIND,0,0,0,16000,1000,,0,0,0,0,16000
517,FakePortfolio,2,25-02-2020,Sell,IOL Chemicals,IOLCP,500,265.37,0,132685,4000,Kotak,0,265.37,0,132685,0
518,FakePortfolio,2,25-02-2020,Buy,Ujjivan Small Finance Bank,UJJIVANSFB,9000,51.22,0,460980,9000,Kotak,51.22,0,460980,0,0
519,FakePortfolio,2,26-02-2020,Sell,IOL Chemicals,IOLCP,1000,290.5,0,290500,3000,Kotak,0,290.5,0,290500,0
520,FakePortfolio,4,26-02-2020,Buy,Yes Bank,YESBANK,44000,35.3,0,1553200,44600,Kotak,35.3,0,1553200,0,0
521,FakePortfolio,2,27-02-2020,Buy,HDFC Limited,HDFC,350,2269.25,0,794237.5,2350,Kotak,2269.25,0,794237.5,0,0
522,FakePortfolio,2,27-02-2020,Buy,Ujjivan Small Finance Bank,UJJIVANSFB,11000,49.6,0,545600,20000,Kotak,49.6,0,545600,0,0
523,Portfolio8,2,27-02-2020,Sell,Pidilite Industries,PIDILITIND,500,1571.97,0,785985,0,MOTILAL,0,1571.97,0,785985,0
524,Portfolio8,2,27-02-2020,Sell,Tech Mahindra,TECHM,500,804.61,0,402305,5000,MOTILAL,0,804.61,0,402305,0
525,FakePortfolio,1,28-02-2020,Buy,Avenue Supermarts,DMART,460,2246.78,0,1033518.8,964,Kotak,2246.78,0,1033518.8,0,0
526,FakePortfolio,1,28-02-2020,Buy,Tata Consumer Products,TATACONSUM,8792,346.22,0,3043966.24,8792,Kotak,346.22,0,3043966.24,0,0
527,FakePortfolio,2,28-02-2020,Buy,Ashok Leyland,ASHOKLEY,10000,71.06,0,710600,30000,Kotak,71.06,0,710600,0,0
528,FakePortfolio,2,28-02-2020,Buy,Mahindra & Mahindra,M&M,2000,478.05,0,956100,5000,Kotak,478.05,0,956100,0,0
529,FakePortfolio,2,28-02-2020,Buy,Reliance Industries,RELIANCE,700,1347.32,0,943124,700,Kotak,1347.32,0,943124,0,0
530,FakePortfolio,2,28-02-2020,Buy,Tata Elxsi,TATAELXSI,1000,884.85,0,884850,3000,Kotak,884.85,0,884850,0,0
531,FakePortfolio,2,28-02-2020,Buy,Ujjivan Small Finance Bank,UJJIVANSFB,10000,47.71,0,477100,30000,Kotak,47.71,0,477100,0,0
532,Portfolio8,2,02-03-2020,Dividend Payout,Tech Mahindra,TECHM,0,0,0,50000,5000,,0,0,0,0,50000
533,FakePortfolio,1,03-03-2020,Dividend Payout,Bajaj Finance,BAJFINANCE,0,0,0,8940,894,,0,0,0,0,8940
534,Portfolio8,1,03-03-2020,Dividend Payout,Bajaj Finance,BAJFINANCE,0,0,0,8750,875,,0,0,0,0,8750
535,Portfolio2,2,11-03-2020,Buy,SBI Cards & Payment Services,SBICARD,3059,755,0,2309545,3059,Kotak,755,0,2309545,0,0
536,FakePortfolio,2,12-03-2020,Buy,KEC International,KEC,3500,271.32,0,949620,5500,Kotak,271.32,0,949620,0,0
537,FakePortfolio,2,12-03-2020,Sell,Tata Elxsi,TATAELXSI,1000,909.0523,0,909052.3,2000,Kotak,0,909.0523,0,909052.3,0
538,FakePortfolio,2,13-03-2020,Buy,Granules India,GRANULES,6000,146.72,0,880320,6000,Kotak,146.72,0,880320,0,0
539,FakePortfolio,2,16-03-2020,Dividend Payout,Havells India,HAVELLS,0,0,0,6400,1600,,0,0,0,0,6400
540,FakePortfolio,2,16-03-2020,Dividend Payout,Marico Limited,MARICO,0,0,0,1875,2500,,0,0,0,0,1875
541,FakePortfolio,2,18-03-2020,Dividend Payout,IOL Chemicals,IOLCP,0,0,0,9000,3000,,0,0,0,0,9000
542,Portfolio2,2,19-03-2020,Dividend Payout,PNC Infratech,PNCINFRA,0,0,0,1777.5,3555,,0,0,0,0,1777.5
543,FakePortfolio,1,19-03-2020,Buy,Bajaj Finance,BAJFINANCE,134,2605.48,0,349134.32,1028,Kotak,2605.48,0,349134.32,0,0
544,FakePortfolio,2,19-03-2020,Dividend Payout,Ashok Leyland,ASHOKLEY,0,0,0,15000,30000,,0,0,0,0,15000
545,FakePortfolio,2,19-03-2020,Dividend Payout,IIFL Finance,IIFL,0,0,0,8775,3900,,0,0,0,0,8775
546,FakePortfolio,2,19-03-2020,Dividend Payout,PNC Infratech,PNCINFRA,0,0,0,1500,3000,,0,0,0,0,1500
547,Portfolio8,2,19-03-2020,Dividend Payout,Amara Raja Energy & Mobility,AMARAJABAT,0,0,0,3875,775,,0,0,0,0,3875
548,Portfolio8,2,19-03-2020,Dividend Payout,IIFL Finance,IIFL,0,0,0,11250,5000,,0,0,0,0,11250
549,Portfolio8,2,19-03-2020,Dividend Payout,PNC Infratech,PNCINFRA,0,0,0,7991,15982,,0,0,0,0,7991
550,Portfolio2,2,23-03-2020,Dividend Payout,RBL Bank,RBLBANK,0,0,0,750,500,,0,0,0,0,750
551,FakePortfolio,2,23-03-2020,Dividend Payout,Indian Oil Corporation,IOC,0,0,0,29750,7000,,0,0,0,0,29750
552,FakePortfolio,2,23-03-2020,Dividend Payout,RBL Bank,RBLBANK,0,0,0,2400,1600,,0,0,0,0,2400
553,Portfolio8,2,23-03-2020,Dividend Payout,RBL Bank,RBLBANK,0,0,0,18375,12250,,0,0,0,0,18375
554,Portfolio2,6,26-03-2020,Dividend Payout,Housing & Urban Development Corporation,HUDCO,0,0,0,9590.25,12787,,0,0,0,0,9590.25
555,FakePortfolio,2,26-03-2020,Dividend Payout,Emami Limited,EMAMILTD,0,0,0,15000,7500,,0,0,0,0,15000
556,FakePortfolio,1,30-03-2020,Buy,Bajaj Finance,BAJFINANCE,519,2265.34,0,1175711.46,1547,Kotak,2265.34,0,1175711.46,0,0
557,FakePortfolio,1,31-03-2020,Buy,Bajaj Finance,BAJFINANCE,650,2243.85,0,1458502.5,2197,Kotak,2243.85,0,1458502.5,0,0
558,FakePortfolio,1,01-04-2020,Buy,Tata Consumer Products,TATACONSUM,8750,284.4817,0,2489214.44,17542,Kotak,284.4817,0,2489214.44,0,0
559,FakePortfolio,2,01-04-2020,Buy,Granules India,GRANULES,17500,142.1,0,2486772.41,23500,Kotak,142.1,0,2486772.41,0,0
560,FakePortfolio,2,01-04-2020,Buy,HDFC Bank,HDFCBANK,3000,827.91,0,2483730,3000,Kotak,827.91,0,2483730,0,0
561,FakePortfolio,2,01-04-2020,Buy,Infosys,INFY,4050,617.3707,0,2500351.38,5050,Kotak,617.3707,0,2500351.38,0,0
562,FakePortfolio,2,01-04-2020,Buy,Pidilite Industries,PIDILITIND,1900,1315.3794,0,2499220.81,1900,Kotak,1315.3794,0,2499220.81,0,0
563,FakePortfolio,1,03-04-2020,Buy,Bajaj Finance,BAJFINANCE,4350,2290.09,0,9961891.5,6547,Kotak,2290.09,0,9961891.5,0,0
564,FakePortfolio,2,03-04-2020,Buy,Gail India,GAIL,15500,80.59,0,1249136.25,19500,Kotak,80.59,0,1249136.25,0,0
565,FakePortfolio,2,03-04-2020,Buy,HDFC Limited,HDFC,1650,1514.7771,0,2499382.27,4000,Kotak,1514.7771,0,2499382.27,0,0
566,FakePortfolio,2,03-04-2020,Buy,Pidilite Industries,PIDILITIND,2000,1226.5957,0,2453191.41,3900,Kotak,1226.5957,0,2453191.41,0,0
567,FakePortfolio,1,09-04-2020,Buy,Tata Consumer Products,TATACONSUM,208,307.205,0,63898.63,17750,Kotak,307.205,0,63898.63,0,0
568,FakePortfolio,2,23-04-2020,Sell,Pidilite Industries,PIDILITIND,1900,1571.3845,0,2985630.56,2000,Kotak,0,1571.3845,0,2985630.56,0
569,Portfolio8,2,23-04-2020,Sell,Balkrishna Industries,BALKRISIND,1000,1264.88,0,1264880,0,MOTILAL,0,1264.88,0,1264880,0
570,Portfolio2,2,15-05-2020,Dividend Payout,SBI Cards & Payment Services,SBICARD,0,0,0,3059,3059,,0,0,0,0,3059
571,Portfolio1,2,29-05-2020,Dividend Payout,Infosys,INFY,0,0,0,14250,1500,,0,0,0,0,14250
572,FakePortfolio,2,29-05-2020,Dividend Payout,Infosys,INFY,0,0,0,47975,5050,,0,0,0,0,47975
573,FakePortfolio,2,11-06-2020,Buy,Reliance Ind Partly Paid,RELIANCEPP,52,314.25,0,16341,52,Kotak,314.25,0,16341,0,0
574,FakePortfolio,1,18-06-2020,Dividend Payout,Tata Consumer Products,TATACONSUM,0,0,0,47925,17750,,0,0,0,0,47925
575,FakePortfolio,2,19-06-2020,Sell,Balkrishna Industries,BALKRISIND,1000,1227.1477,0,1227147.73,0,Kotak,0,1227.1477,0,1227147.73,0
576,Portfolio3,6,24-06-2020,Buy,Bharat Road Network,BRNL,73,34.75,0,2536.75,73,IDBI Capital,34.75,0,2536.75,0,0
577,Portfolio4,10,24-06-2020,Buy,Sarda Energy,SARDAEN,1300,37.7807,0,49114.93,4000,Anand Rathi,37.7807,0,49114.93,0,0
578,Portfolio5,10,24-06-2020,Buy,Sarda Energy,SARDAEN,219,165.5,0,36244.51,3730,MOTILAL,165.5,0,36244.51,0,0
579,Portfolio8,2,24-06-2020,Buy,Dilip Buildcon,DBL,5000,492.83,0,2464150,5000,MOTILAL,492.83,0,2464150,0,0
580,Portfolio8,2,24-06-2020,Buy,HDFC Bank,HDFCBANK,800,1032.5,0,826000,2400,MOTILAL,1032.5,0,826000,0,0
581,Portfolio8,2,24-06-2020,Buy,Olectra Greentech,OLECTRA,5000,205.48,0,1027400,5000,MOTILAL,205.48,0,1027400,0,0
582,Portfolio8,2,24-06-2020,Buy,Reliance Ind Partly Paid,RELIANCEPP,164,628.5,0,103074,164,MOTILAL,628.5,0,103074,0,0
583,Portfolio9,10,24-06-2020,Buy,Sarda Energy,SARDAEN,1100,222.666,0,244932.6,1100,IDBI Capital,222.666,0,244932.6,0,0
584,Portfolio8,2,30-06-2020,Sell,Uflex Limited,UFLEX,6725,259.42,0,1744599.5,500,MOTILAL,0,259.42,0,1744599.5,0
585,FakePortfolio,2,01-07-2020,Buy,Divi's Laboratories,DIVISLAB,1100,2252.6462,0,2477910.86,1100,Kotak,2252.6462,0,2477910.86,0,0
586,FakePortfolio,2,02-07-2020,Dividend Payout,Reliance Industries,RELIANCE,0,0,0,4550,700,,0,0,0,0,4550
587,Portfolio8,2,02-07-2020,Dividend Payout,Reliance Industries,RELIANCE,0,0,0,14950,2300,,0,0,0,0,14950
588,Portfolio8,2,06-07-2020,Dividend Payout,ITC Limited,ITC,0,0,0,50750,5000,,0,0,0,0,50750
589,FakePortfolio,2,09-07-2020,Dividend Payout,HDFC Limited,HDFC,0,0,0,84000,4000,,0,0,0,0,84000
590,FakePortfolio,2,13-07-2020,Dividend Payout,Tata Elxsi,TATAELXSI,0,0,0,33000,2000,,0,0,0,0,33000
591,FakePortfolio,1,14-07-2020,Buy,Avenue Supermarts,DMART,680,2205.2114,0,1499543.77,1644,Kotak,2205.2114,0,1499543.77,0,0
592,FakePortfolio,2,15-07-2020,Sell,IOL Chemicals,IOLCP,3000,661.3138,0,1983941.35,0,Kotak,0,661.3138,0,1983941.35,0
593,FakePortfolio,2,16-07-2020,Buy,Gail India,GAIL,25700,97.13,0,2496313.09,45200,Kotak,97.13,0,2496313.09,0,0
594,FakePortfolio,2,16-07-2020,Dividend Payout,Mahindra & Mahindra,M&M,0,0,0,11750,5000,,0,0,0,0,11750
595,FakePortfolio,2,16-07-2020,Dividend Payout,Piramal Enterprises,PEL,0,0,0,4900,350,,0,0,0,0,4900
596,Portfolio8,2,16-07-2020,Dividend Payout,Piramal Enterprises,PEL,0,0,0,34720,2480,,0,0,0,0,34720
597,Portfolio2,2,17-07-2020,Sell,Uflex Limited,UFLEX,4275,259.35,0,1108716.53,0,Kotak,0,259.35,0,1108716.53,0
598,FakePortfolio,1,17-07-2020,Buy,Avenue Supermarts,DMART,750,2002.8055,0,1502104.12,2394,Kotak,2002.8055,0,1502104.12,0,0
599,FakePortfolio,2,17-07-2020,Sell,Mahindra & Mahindra,M&M,2000,578.66,0,1157327.56,3000,Kotak,0,578.66,0,1157327.56,0
600,Portfolio8,2,17-07-2020,Sell,Granules India,GRANULES,500,348.23,0,174115,13741,MOTILAL,0,348.23,0,174115,0
601,Portfolio8,2,17-07-2020,Sell,Uflex Limited,UFLEX,500,259.42,0,129710,0,MOTILAL,0,259.42,0,129710,0
602,FakePortfolio,2,21-07-2020,Buy,Mastek Limited,MASTEK,6300,484.854,0,3054579.99,6300,Kotak,484.854,0,3054579.99,0,0
603,Portfolio2,2,22-07-2020,Dividend Payout,Indo Count,ICIL,0,0,0,1800,3000,,0,0,0,0,1800
604,FakePortfolio,2,22-07-2020,Sell,Mahindra & Mahindra,M&M,3000,598.67,0,1796005.77,0,Kotak,0,598.67,0,1796005.77,0
605,FakePortfolio,2,22-07-2020,Buy,Yes Bank,YESBANK,100000,12.3291,0,1232913.83,100000,Kotak,12.3291,0,1232913.83,0,0
606,FakePortfolio,4,22-07-2020,Buy,Yes Bank,YESBANK,144000,12.3168,0,1773624.84,188600,Kotak,12.3168,0,1773624.84,0,0
607,Portfolio8,2,23-07-2020,Dividend Payout,HCL Technologies,HCLTECH,0,0,0,9600,2400,,0,0,0,0,9600
608,Portfolio8,2,23-07-2020,Dividend Payout,Tech Mahindra,TECHM,0,0,0,25000,5000,,0,0,0,0,25000
609,FakePortfolio,2,28-07-2020,Buy,Capacite Infraprojects,CAPACITE,9866,100.5564,0,992089.01,9866,Kotak,100.5564,0,992089.01,0,0
610,FakePortfolio,2,28-07-2020,Sell,Capacite Infraprojects,CAPACITE,9866,99.9637,0,986241.86,0,Kotak,0,99.9637,0,986241.86,0
611,FakePortfolio,2,28-07-2020,Dividend Payout,Granules India,GRANULES,0,0,0,5875,23500,,0,0,0,0,5875
612,Portfolio8,2,28-07-2020,Dividend Payout,Granules India,GRANULES,0,0,0,3435.25,13741,,0,0,0,0,3435.25
613,FakePortfolio,2,31-07-2020,Buy,Bandhan Bank,BANDHANBNK,7580,330.4232,0,2504608.18,13180,Kotak,330.4232,0,2504608.18,0,0
614,FakePortfolio,2,31-07-2020,Buy,Greenlam Industries,GREENLAM,3250,276.71,0,899307.5,3250,Kotak,276.71,0,899307.5,0,0
615,FakePortfolio,2,31-07-2020,Sell,Mastek Limited,MASTEK,6300,538.8479,0,3394741.83,0,Kotak,0,538.8479,0,3394741.83,0
616,Portfolio2,2,04-08-2020,Sell,Indo Count,ICIL,3000,69.6715,0,209014.63,0,Kotak,0,69.6715,0,209014.63,0
617,FakePortfolio,2,04-08-2020,Buy,Mindspace Business Parks REIT,MINDSPACE,11800,275,0,3245000,11800,Kotak,275,0,3245000,0,0
618,FakePortfolio,2,05-08-2020,Dividend Payout,Granules India,GRANULES,0,0,0,5875,23500,,0,0,0,0,5875
619,Portfolio8,2,05-08-2020,Dividend Payout,Granules India,GRANULES,0,0,0,3435.25,13741,,0,0,0,0,3435.25
620,FakePortfolio,2,06-08-2020,Buy,Pidilite Industries,PIDILITIND,1900,1316.744,0,2501813.67,3900,Kotak,1316.744,0,2501813.67,0,0
621,FakePortfolio,2,06-08-2020,Sell,Tata Elxsi,TATAELXSI,1000,1002.09,0,1002090,1000,Kotak,0,1002.09,0,1002090,0
622,FakePortfolio,3,06-08-2020,Dividend Payout,Whirlpool of India,WHIRLPOOL,0,0,0,1500,300,,0,0,0,0,1500
623,Portfolio8,1,06-08-2020,Dividend Payout,Whirlpool of India,WHIRLPOOL,0,0,0,11230,2246,,0,0,0,0,11230
624,FakePortfolio,1,12-08-2020,Buy,Ujjivan Financial Services,UJJIVAN,8600,233.8475,0,2011088.1,9716,Kotak,233.8475,0,2011088.1,0,0
625,Portfolio8,2,13-08-2020,Dividend Payout,Dabur India,DABUR,0,0,0,5600,3500,,0,0,0,0,5600
626,FakePortfolio,2,19-08-2020,Buy,Godawari Power & Ispat,GPIL,7574,273.21,0,2069326.62,8074,Kotak,273.21,0,2069326.62,0,0
627,FakePortfolio,2,20-08-2020,Sell,Godawari Power & Ispat,GPIL,7574,287.21,0,2175338.67,500,Kotak,0,287.21,0,2175338.67,0
628,FakePortfolio,2,21-08-2020,Sell,Tata Elxsi,TATAELXSI,1000,1057.8945,0,1057894.49,0,Kotak,0,1057.8945,0,1057894.49,0
629,FakePortfolio,2,26-08-2020,Dividend Payout,360 One Wam,360WAM,0,0,0,22280,557,,0,0,0,0,22280
630,Portfolio8,2,26-08-2020,Dividend Payout,360 One Wam,360WAM,0,0,0,9720,243,,0,0,0,0,9720
631,FakePortfolio,2,31-08-2020,Buy,NMDC Limited,NMDC,25000,100.1369,0,2503422.39,25000,Kotak,100.1369,0,2503422.39,0,0
632,FakePortfolio,3,31-08-2020,Buy,Avenue Supermarts,DMART,88,2209.2215,0,194411.49,88,Kotak,2209.2215,0,194411.49,0,0
633,FakePortfolio,3,31-08-2020,Buy,Bajaj Finance,BAJFINANCE,54,3577.45,0,193182.3,54,Kotak,3577.45,0,193182.3,0,0
634,FakePortfolio,3,31-08-2020,Buy,Tata Consumer Products,TATACONSUM,820,534.7202,0,438470.58,820,Kotak,534.7202,0,438470.58,0,0
635,FakePortfolio,3,31-08-2020,Buy,Whirlpool of India,WHIRLPOOL,91,2112.7674,0,192261.83,391,Kotak,2112.7674,0,192261.83,0,0
636,FakePortfolio,1,03-09-2020,Dividend Payout,Ujjivan Financial Services,UJJIVAN,0,0,0,7772.8,9716,,0,0,0,0,7772.8
637,Portfolio8,1,03-09-2020,Dividend Payout,Ujjivan Financial Services,UJJIVAN,0,0,0,10800,13500,,0,0,0,0,10800
638,FakePortfolio,2,04-09-2020,Buy,Indiamart Intermesh,INDIAMART,368,4101.9694,0,1509524.74,368,Kotak,4101.9694,0,1509524.74,0,0
639,FakePortfolio,2,04-09-2020,Buy,Jindal Steel & Power,JINDALSTEL,9400,213.87,0,2010421.53,9400,Kotak,213.87,0,2010421.53,0,0
640,FakePortfolio,2,04-09-2020,Buy,Tata Steel Partly Paid,TATASTLPAP,17850,57.51,0,1026487.38,17850,Kotak,57.51,0,1026487.38,0,0
641,Portfolio8,2,04-09-2020,Sell,Amara Raja Energy & Mobility,AMARAJABAT,775,950.89,0,736939.75,0,MOTILAL,0,950.89,0,736939.75,0
642,Portfolio8,2,04-09-2020,Sell,Granules India,GRANULES,13500,348.23,0,4701105,241,MOTILAL,0,348.23,0,4701105,0
643,FakePortfolio,2,09-09-2020,Buy,Jindal Steel & Power,JINDALSTEL,10300,193.26,0,1990621.77,19700,Kotak,193.26,0,1990621.77,0,0
644,FakePortfolio,2,09-09-2020,Buy,State Bank Of India,SBIN,7600,197.2697,0,1499249.92,7600,Kotak,197.2697,0,1499249.92,0,0
645,Portfolio2,6,10-09-2020,Dividend Payout,Housing & Urban Development Corporation,HUDCO,0,0,0,30049.45,12787,,0,0,0,0,30049.45
646,Portfolio4,10,10-09-2020,Dividend Payout,Sarda Energy,SARDAEN,0,0,0,20000,4000,,0,0,0,0,20000
647,Portfolio5,10,10-09-2020,Dividend Payout,Sarda Energy,SARDAEN,0,0,0,18650,3730,,0,0,0,0,18650
648,Portfolio6,10,10-09-2020,Dividend Payout,Sarda Energy,SARDAEN,0,0,0,5500,1100,,0,0,0,0,5500
